,word,image_api,image,audio_api,audio,spelling,translation1,translation2,translation3,translation4,translation5,translation6
27,across,http://5.vndic.net/images/dict/a/across.gif,./Image/across.png,http://5.vndic.net/mp3.php?id=across&dir=90&lang=en&,./MP3/across.mp3,[ə'krɔs],"{'type': 'phó từ', 'meanings': [{'meaning': 'từ bên này sang bên kia', 'examples': [{'origin': 'can you swim across?', 'meaning': 'anh bơi sang được không?'}, {'origin': 'will you row me across?', 'meaning': 'anh chèo xuồng chở tôi sang được không?'}, {'origin': 'I helped the blind man across', 'meaning': 'tôi giúp người mù qua đường'}, {'origin': 'come across to my office tomorrow morning', 'meaning': 'sáng mai hãy ghé qua cơ quan tôi'}]}, {'meaning': 'ở bên kia', 'examples': [{'origin': 'we leave Dover at ten and we should be across in France by midnight', 'meaning': 'chúng tôi rời Dover lúc mười giờ và sẽ sang đến đất Pháp lúc nửa đêm'}]}, {'meaning': 'cách hai bên', 'examples': [{'origin': 'the river is half a mile across', 'meaning': 'sông rộng đến nửa dặm'}]}]}","{'type': 'giới từ', 'meanings': [{'meaning': 'từ bên này sang bên kia', 'examples': [{'origin': 'to walk across the street', 'meaning': 'đi qua phố'}, {'origin': 'to row somebody across a lake', 'meaning': 'chèo xuồng đưa ai qua hồ'}]}, {'meaning': 'ở bên kia, ở phía bên kia', 'examples': [{'origin': 'the hotel is across the river', 'meaning': 'khách sạn ở bên kia sông'}, {'origin': 'we shall soon be across the mountain', 'meaning': 'chẳng mấy chốc chúng tôi sẽ ở bên kia núi'}, {'origin': 'they shouted to me from across the house', 'meaning': 'họ gọi tôi từ nhà bên kia'}, {'origin': 'my house is just across the street', 'meaning': 'nhà tôi ở ngay bên kia đường'}]}, {'meaning': 'kéo dài từ bên này sang bên kia', 'examples': [{'origin': 'a bridge across the river', 'meaning': 'một chiếc cầu bắc qua con sông'}, {'origin': 'to draw a line across the page', 'meaning': 'kẻ một đường ngang qua trang'}]}, {'meaning': 'để bắt chéo hoặc cắt chéo', 'examples': [{'origin': 'he sat with his arms across his chest', 'meaning': 'ông ta ngồi khoanh tay trước ngực'}]}]}",,,,
28,act,http://5.vndic.net/images/dict/a/act.gif,./Image/act.png,http://5.vndic.net/mp3.php?id=act&dir=536&lang=en&,./MP3/act.mp3,[ækt],"{'type': 'danh từ', 'meanings': [{'meaning': 'việc làm; hành vi; hành động', 'examples': [{'origin': 'act of violence', 'meaning': 'hành động bạo lực'}, {'origin': 'it is an act of kindness/a kind act to help the poor', 'meaning': 'giúp đỡ người nghèo là một việc làm/nghĩa cử nhân từ'}, {'origin': 'this dreadful murder is surely the act of a mad man', 'meaning': 'án mạng khủng khiếp này chắc chắn là hành động của một kẻ điên dại'}]}, {'meaning': 'đạo luật', 'examples': [{'origin': 'to pass an act', 'meaning': 'thông qua một đạo luật'}, {'origin': 'act of parliament', 'meaning': 'một đạo luật của quốc hội'}]}, {'meaning': 'hồi (một phân đoạn trong một trong vở kịch)', 'examples': [{'origin': 'a play in five acts', 'meaning': 'vở kịch năm màn'}]}, {'meaning': 'tiết mục (xiếc, ca múa nhạc...)', 'examples': [{'origin': 'a circus act', 'meaning': 'tiết mục xiếc'}, {'origin': 'a song and dance act', 'meaning': 'tiết mục múa hát'}]}, {'meaning': 'sự giả vờ; sự ra vẻ', 'examples': [{'origin': ""Don't believe what she says - it's all an act!"", 'meaning': 'Đừng tin những điều cô ta nói - tất cả chỉ là vờ vịt thôi!'}]}]}",,,,,
29,action,http://5.vndic.net/images/dict/a/action.gif,./Image/action.png,http://5.vndic.net/mp3.php?id=action&dir=551&lang=en&,./MP3/action.mp3,['æk∫n],"{'type': 'danh từ', 'meanings': [{'meaning': 'hành động, hành vi; hoạt động; công việc, việc làm', 'examples': [{'origin': 'a man of action', 'meaning': 'con người hành động'}, {'origin': 'to take prompt action', 'meaning': 'hành động tức khắc, hành động kịp thời'}]}, {'meaning': 'tác động, tác dụng, ảnh hưởng', 'examples': [{'origin': 'the sunlight has action on certain materials', 'meaning': 'ánh nắng có tác động đến một số chất'}, {'origin': 'action of acid', 'meaning': 'tác dụng của axit'}]}, {'meaning': 'sự chiến đấu, trận đánh', 'examples': [{'origin': 'to go into action', 'meaning': 'bắt đầu đánh nhau, bắt đầu chiến đấu'}, {'origin': 'to break off an action', 'meaning': 'ngừng chiến đấu, ngừng bắn'}, {'origin': 'to be killed in action', 'meaning': 'bị hy sinh trong chiến đấu'}, {'origin': 'to be put out of action', 'meaning': 'bị loại khỏi vòng chiến đấu'}]}, {'meaning': 'việc kiện cáo, việc tố tụng', 'examples': [{'origin': 'to take/bring an action against somebody', 'meaning': 'kiện ai'}]}, {'meaning': '(pháp lý) quyền đi kiện; tố quyền', 'examples': []}, {'meaning': 'sự diễn biến, quá trình diễn biến (của vở kịch)', 'examples': []}, {'meaning': 'động tác, dáng điệu, bộ điệu, bộ tịch', 'examples': [{'origin': 'action of a player', 'meaning': 'bộ điệu của một diễn viên'}, {'origin': 'action of a horse', 'meaning': 'dáng đi của một con ngựa'}]}, {'meaning': 'bộ máy, cơ cấu (đàn pianô, máy...); sự hoạt động của bộ máy', 'examples': []}]}",,,,,
30,active,http://5.vndic.net/images/dict/a/active.gif,./Image/active.png,http://5.vndic.net/mp3.php?id=active&dir=421&lang=en&,./MP3/active.mp3,['æktiv],"{'type': 'tính từ', 'meanings': [{'meaning': 'tích cực, hoạt động; nhanh nhẹn, linh lợi', 'examples': [{'origin': 'an active volcano', 'meaning': 'núi lửa còn hoạt động'}, {'origin': 'an active brain', 'meaning': 'đầu óc linh lợi'}, {'origin': 'to take an active part in the revolutionary movement', 'meaning': 'tham gia tích cực phong trào cách mạng'}]}, {'meaning': 'thiết thực, thực sự', 'examples': [{'origin': ""it's no use talking, he wants active help"", 'meaning': 'nói mồm chẳng có ích gì, anh ấy cần sự giúp đỡ thiết thực cơ'}]}, {'meaning': '(ngôn ngữ học) chủ động', 'examples': [{'origin': 'the active voice', 'meaning': 'dạng chủ động'}]}, {'meaning': '(quân sự) phục vụ suốt ngày trong quân ngũ (nhất là trong chiến tranh); tại ngũ', 'examples': [{'origin': 'to be on active service/duty', 'meaning': 'đang tại ngũ'}, {'origin': 'to be called up for the active service', 'meaning': 'được gọi nhập ngũ'}]}, {'meaning': '(vật lý) hoạt động; phóng xạ', 'examples': []}, {'meaning': 'hoạt động, hiệu nghiệm, công hiệu, có hiệu lực', 'examples': [{'origin': 'active valence', 'meaning': 'hoá trị hiệu lực'}, {'origin': 'active remedies', 'meaning': 'những phương thuốc công hiệu'}]}]}",,,,,
31,activist,,,http://5.vndic.net/mp3.php?id=activist&dir=691&lang=en&,./MP3/activist.mp3,['æktivist],"{'type': 'danh từ', 'meanings': [{'meaning': 'nhà hoạt động xã hội, nhà hoạt động chính trị', 'examples': []}]}",,,,,
32,activity,http://5.vndic.net/images/dict/a/activity.gif,./Image/activity.png,http://5.vndic.net/mp3.php?id=activity&dir=775&lang=en&,./MP3/activity.mp3,[æk'tiviti],"{'type': 'danh từ', 'meanings': [{'meaning': 'sự tích cực, sự hoạt động, sự nhanh nhẹn, sự linh lợi', 'examples': []}, {'meaning': '(số nhiều) hoạt động', 'examples': [{'origin': 'sport activities', 'meaning': 'hoạt động thể thao'}, {'origin': 'scientific activities', 'meaning': 'hoạt động khoa học'}]}, {'meaning': 'phạm vi hoạt động', 'examples': [{'origin': 'within my activities', 'meaning': 'trong phạm vi hoạt động của tôi'}]}, {'meaning': '(vật lý), (hoá học) tính hoạt động, độ hoạt động; tính phóng xạ, độ phóng xạ', 'examples': [{'origin': 'photochemical activity', 'meaning': 'tính hoạt động quang hoá'}, {'origin': 'specific activity', 'meaning': 'phóng xạ riêng'}]}]}",,,,,
33,actor,http://5.vndic.net/images/dict/a/actor.gif,./Image/actor.png,http://5.vndic.net/mp3.php?id=actor&dir=560&lang=en&,./MP3/actor.mp3,['æktə],"{'type': 'danh từ', 'meanings': [{'meaning': 'diễn viên (kịch, tuồng, chèo, (điện ảnh)...); kép, kép hát', 'examples': [{'origin': 'film actor', 'meaning': 'tài tử đóng phim, diễn viên điện ảnh'}]}, {'meaning': '(từ hiếm,nghĩa hiếm) người làm (một việc gì)', 'examples': [{'origin': 'a bad actor', 'meaning': '(từ Mỹ,nghĩa Mỹ) người khó tin cậy'}]}]}",,,,,
34,actress,http://5.vndic.net/images/dict/a/actress.gif,./Image/actress.png,http://5.vndic.net/mp3.php?id=actress&dir=605&lang=en&,./MP3/actress.mp3,['æktris],"{'type': 'danh từ', 'meanings': [{'meaning': 'nữ diễn viên, đào hát', 'examples': []}]}",,,,,
35,actual,http://5.vndic.net/images/dict/a/actual.gif,./Image/actual.png,http://5.vndic.net/mp3.php?id=actual&dir=773&lang=en&,./MP3/actual.mp3,['æktjuəl],"{'type': 'tính từ', 'meanings': [{'meaning': 'thực sự; có thật; trên thực tế', 'examples': [{'origin': 'what were his actual words?', 'meaning': 'lời anh ta nói thực ra là gì?'}, {'origin': 'the actual cost was much higher than we had expected', 'meaning': 'giá thực tế cao hơn nhiều so với dự tính của chúng tôi'}, {'origin': ""he looks older than me, but in actual fact he's my junior by five years"", 'meaning': 'anh ta có vẻ già hơn tôi, nhưng thực ra lại kém tôi năm tuổi'}]}, {'meaning': 'hiện tại, hiện thời; hiện nay', 'examples': [{'origin': 'actual customs', 'meaning': 'những phong tục hiện thời'}, {'origin': 'in the actual state of Europe', 'meaning': 'trong tình hình hiện nay ở Châu Âu'}]}]}",,,,,
36,actually,http://5.vndic.net/images/dict/a/actually.gif,./Image/actually.png,http://5.vndic.net/mp3.php?id=actually&dir=727&lang=en&,./MP3/actually.mp3,['æktjuəli],"{'type': 'phó từ', 'meanings': [{'meaning': 'thực sự, trên thực tế', 'examples': [{'origin': 'the political party actually in power', 'meaning': 'chính đảng đang thực sự cầm quyền'}, {'origin': 'what did he actually mean?', 'meaning': 'thực ra là hắn muốn gì?'}, {'origin': 'actually, she is only twenty years old', 'meaning': 'thực ra, cô ta mới hai mươi tuổi mà thôi'}]}, {'meaning': 'thậm chí', 'examples': [{'origin': 'She actually expected me to pay for her meals', 'meaning': 'Thậm chí ả còn muốn tôi trả luôn tiền ăn cho ả nữa'}, {'origin': 'He not only entered the competition - he actually won the first prize!', 'meaning': 'Anh ta không chỉ nhảy vào thi - thậm chí anh ta còn đoạt giải nhất nữa!'}]}]}",,,,,
37,ad,,,http://5.vndic.net/mp3.php?id=ad&dir=152&lang=en&,./MP3/ad.mp3,[æd],"{'type': 'danh từ', 'meanings': [{'meaning': 'như advertisement', 'examples': [{'origin': 'to put an ad in the local paper', 'meaning': 'đăng một quảng cáo trên báo địa phương'}]}]}",,,,,
38,adapt,,,http://5.vndic.net/mp3.php?id=adapt&dir=960&lang=en&,./MP3/adapt.mp3,[ə'dæpt],"{'type': 'ngoại động từ', 'meanings': [{'meaning': 'tra vào, lắp vào', 'examples': [{'origin': 'to adapt one thing to another', 'meaning': 'tra vật này vào vật kia'}]}, {'meaning': 'phỏng theo, sửa lại cho hợp', 'examples': [{'origin': 'difficult books are often adapted for use in schools', 'meaning': 'những sách khó thường được sửa lại cho hợp với trường học'}, {'origin': 'a play adapted from a novel', 'meaning': 'một vở kịch phỏng theo một cuốn tiểu thuyết'}, {'origin': 'a novel adapted for the stage', 'meaning': 'một cuốn tiểu thuyết được sửa lại để đưa lên sân khấu'}]}, {'meaning': 'làm thích nghi, làm thích ứng', 'examples': [{'origin': 'to adapt oneself to circumstances', 'meaning': 'tự mình thích nghi với hoàn cảnh'}]}]}","{'type': 'nội động từ', 'meanings': [{'meaning': 'thích nghi (với môi trường...)', 'examples': []}]}",,,,
39,add,,,http://5.vndic.net/mp3.php?id=add&dir=13&lang=en&,./MP3/add.mp3,[æd],"{'type': 'động từ', 'meanings': [{'meaning': 'thêm vào, làm tăng thêm', 'examples': [{'origin': 'add some more hot water to your tea', 'meaning': 'cho thêm ít nước nóng nữa vào tách trà của anh'}, {'origin': 'music added to our joy', 'meaning': 'âm nhạc làm tăng thêm niềm vui của chúng ta'}]}, {'meaning': 'nói thêm', 'examples': [{'origin': 'he added that', 'meaning': 'anh ta nói thêm rằng'}]}, {'meaning': '(+ in) kế vào, tính vào, gộp vào', 'examples': []}]}",,,,,
40,addition,http://5.vndic.net/images/dict/a/addition.gif,./Image/addition.png,http://5.vndic.net/mp3.php?id=addition&dir=308&lang=en&,./MP3/addition.mp3,[ə'di∫n],"{'type': 'danh từ', 'meanings': [{'meaning': '(toán học) tính cộng; phép cộng', 'examples': []}, {'meaning': '(addition to something) người hoặc vật thêm vào', 'examples': [{'origin': 'such an outfit would be a useful addition to my wardrobe', 'meaning': 'bộ này sẽ là phần bổ sung hữu ích cho tủ áo của tôi'}, {'origin': ""they've just had an addition to the family"", 'meaning': 'họ vừa mới có thêm một người vào gia đình (tức là một đứa con nữa)'}]}]}",,,,,
41,additional,,,http://5.vndic.net/mp3.php?id=additional&dir=978&lang=en&,./MP3/additional.mp3,[ə'di∫ənl],"{'type': 'tính từ', 'meanings': [{'meaning': 'cộng thêm; thêm vào', 'examples': [{'origin': 'additional charge', 'meaning': 'phần tiền phải trả thêm'}, {'origin': 'additional supplies', 'meaning': 'đồ cung cấp thêm'}, {'origin': 'an additional part', 'meaning': 'phần phụ vào'}]}]}",,,,,
42,address,http://5.vndic.net/images/dict/a/address.gif,./Image/address.png,http://5.vndic.net/mp3.php?id=address&dir=129&lang=en&,./MP3/address.mp3,[ə'dres],"{'type': 'danh từ', 'meanings': [{'meaning': 'địa chỉ', 'examples': [{'origin': 'my home/business address is 191 Hoang Van Thu Street', 'meaning': 'địa chỉ nhà/cơ quan của tôi là 191 phố Hoàng Văn Thụ'}]}, {'meaning': 'bài nói chuyện; bài diễn văn', 'examples': []}, {'meaning': '(số nhiều) lời tỏ tình; lời tán tỉnh', 'examples': [{'origin': ""to pay one's addresses to a lady"", 'meaning': 'tán tỉnh một bà, tỏ tình với một bà'}]}]}",,,,,
43,adequate,http://5.vndic.net/images/dict/a/adequate.gif,./Image/adequate.png,http://5.vndic.net/mp3.php?id=adequate&dir=837&lang=en&,./MP3/adequate.mp3,['ædikwit],"{'type': 'tính từ', 'meanings': [{'meaning': 'đủ, đầy đủ', 'examples': [{'origin': 'the supply is not adequate to the demand', 'meaning': 'số cung cấp không đáp ứng đầy đủ số cầu'}]}, {'meaning': 'tương xứng, xứng đáng; thích hợp, thích đáng, thoả đáng', 'examples': [{'origin': ""to be adequate to one's post"", 'meaning': 'xứng đáng với vị trí công tác của mình'}, {'origin': 'adequate punishments', 'meaning': 'những hình phạt thích đáng'}]}]}",,,,,
44,adjust,http://5.vndic.net/images/dict/a/adjust.gif,./Image/adjust.png,http://5.vndic.net/mp3.php?id=adjust&dir=609&lang=en&,./MP3/adjust.mp3,[ə'dʒʌst],"{'type': 'động từ', 'meanings': [{'meaning': 'đặt lại cho đúng vị trí hoặc trật tự; điều chỉnh', 'examples': [{'origin': 'She carefully adjusted her clothes and her hair before going out', 'meaning': 'Nàng chỉnh đốn quần áo và tóc tai kỹ lưỡng trước khi đi ra ngoài'}, {'origin': 'To adjust a plan', 'meaning': 'Điều chỉnh một kế hoạch'}, {'origin': 'The brakes need adjusting', 'meaning': 'Bộ thắng cần phải chỉnh lại'}, {'origin': 'To adjust the focus of a camera, the sights of a gun', 'meaning': 'Điều chỉnh tiêu cự của máy ảnh, ống ngăm của khẩu súng'}, {'origin': 'To adjust a lesson', 'meaning': 'Chỉnh lý một bài học (cho thích hợp với trình độ hoặc yêu cầu)'}]}, {'meaning': 'quyết định (số lượng phải trả để đền bù mất mát hoặc thiệt hại) khi giải quyết một yêu sách bảo hiểm; dàn xếp', 'examples': []}, {'meaning': '(to adjust something / oneself to something) trở nên hoặc làm cho thích hợp (với hoàn cảnh mới)', 'examples': [{'origin': 'Former soldiers who have difficulty in adjusting to civilian life', 'meaning': 'Các cựu binh thật khó thích nghi với cuộc sống dân sự'}, {'origin': 'The body adjusts (itself) to changes in temperature', 'meaning': 'Cơ thể (tự) thích nghi nhanh chóng với những thay đổi về thời tiết'}]}]}",,,,,
